,isim,baslangicT,bitisTarih,tur,konuPuan,aktorS,oyuncuKadroPuan,imdb,sezonSayisi,sezonDurumu
687,Ibi,2015,2018,Animation,16.5,"Hakan Bozbey,Elif Küçük,Alp Pazarli,Akif Yardimci",6.5,6.5,4,olgun
688,Aydamaya,2015,2018,Adventure,15.333333333333334,"Burak Kimyager,Meryem Sengül,Kayra Aleyna Zabçi,Tolga Öz",4.9,4.9,4,olgun
689,Baba Candir,2015,2017,Comedy,16.333333333333332,"Mehdi Adlin,Erol Aksoy,Mehmet Celik,Cansu Diktas",7.2666666666666675,7.6,3,olgun
690,Hayat Mucizelere Gebe,2015,2016,Comedy,16.666666666666668,"Hande Ataizi,Damla Colbay,Isil Yücesoy,Yigit Dikmen",5.13,5.2,2,basarili
691,Mayis Kraliçesi,2015,2018,Drama,18.0,"Kubra Suzgun,Ertunç Uygun,Yagmur Tanrisevsin,Samet Sirmali",5.579166666666666,5.6,4,olgun
692,Aci Ask,2015,2016,Drama,18.0,"Alperen Duymaz,Seçkin Özdemir,Sezgi Sena Akay,Selin Sekerci",6.106547619047619,5.5,2,basarili
693,Asla Vazgeçmem,2015,2018,Drama,18.0,"Hakan Dinçkol,Gözde Mutluer,Amine Gulse,Safak Pekdemir",5.666666666666667,5.8,4,olgun
694,Ask Yeniden,2015,2016,Comedy,16.0,"Özge Özpirinçci,Bugra Gülsoy,Tamer Levent,Tülin Oral",7.08125,7.2,2,basarili
695,Pelin Çift ile Gündem Ötesi,2015,2018,Talk-Show,14.0,Pelin Cift,7.9,7.9,4,olgun
696,Çizgi Roman Yolculugu,2015,2018,Documentary,10.0,"Emrah Ablak,Levent Cantek,Bülent Üstün,Yekta Kopan",7.0375,7.0,4,olgun
697,Yeter,2015,2018,Drama,18.0,"Wilma Elles,Pelin Karahan,Yurdaer Okur,Hande Özen",6.675,6.8,4,olgun
698,Eve Dönüs,2015,2016,Crime,16.333333333333332,"Burak Demir,Baris Akkoyun,Dilsad Çelebi,Cansel Elcin",6.091785714285715,6.5,2,basarili
699,Kara Ekmek,2015,2016,Crime,16.5,"Özlem Yilmaz,Engin Hepileri,Ushan Çakir,Gülçin Santircioglu",6.8625,7.5,2,basarili
700,Cengiz Özdemir & Ozan Sagsöz ile kültür & tarih sohbetleri,2015,2018,History,11.0,"Cengiz Özdemir,Ozan Sagsöz",8.0,8.0,4,olgun
701,Kalbim Ege'de Kaldi,2015,2015,Comedy,16.0,"Eren Hacisalihoglu,Alper Saldiran,Celile Toyon Uysal,Oya Unustasi",6.4125,6.5,1,basarisiz
702,Beyaz Yalan,2015,2015,Drama,17.0,"Kutsi,Deniz Baysal,Ebru Aykaç,Ege Aydan",6.0125,7.4,1,basarisiz
703,Buyur Burdan Bak,2015,2016,Comedy,16.0,"Dogan Akdogan,Giray Altinok,Özgün Bayraktar,Alper Baytekin",7.9125,8.0,2,basarili
704,Survivor All Star,2015,2015,Reality-TV,12.0,"Merve Aydin,Acun Ilicali,Turabi Çamkiran,Almeda Abazi",5.0875,5.3,1,basarisiz
705,Ne Münasebet,2015,2015,Comedy,16.0,"Sarp Levendoglu,Pelin Akil,Ulas Torun,Bengi Idil Uras",5.871874999999999,7.4,1,basarisiz
706,Hayat Sarkisi,2016,2018,Drama,16.333333333333332,"Tayanç Ayaydin,Ecem Özkaya,Seray Gözler,Ahmet Mümtaz Taylan",7.008333333333332,7.1,3,olgun
707,Gecenin Kraliçesi,2016,2016,Action,16.666666666666668,"Seda Akman,Selim Bayraktar,Nihan Büyükagaç,Deniz Celiloglu",6.0275,6.1,1,basarisiz
708,Göç Zamani,2016,2018,Drama,18.0,"Elif Ceren Balikçi,Ülkü Hilal Çiftçi,Bige Önal,Zeynep Elçin",4.166666666666667,3.8,3,olgun
709,Kördügüm,2016,2018,Drama,18.0,"Aybars Kartal Özson,Ibrahim Celikkol,Alican Yücesoy,Rojda Demirer",6.380625,6.5,3,olgun
710,Ölümün gözleri,2016,2018,Horror,10.0,"Emre Akça,Istephan Hakverdi,Kaan Tüfekçiyasar,Gülce Baydar",6.2,6.2,3,olgun
711,Görevimiz komedi,2016,2018,Comedy,16.0,"Rasim Öztekin,Asuman Dabak,Burak Satibol,Zeynep Kankonde",4.8575,4.3,3,olgun
712,Tatli intikam,2016,2016,Comedy,16.0,"Zeynep Anacan,Furkan Andic,Kerem Atabeyoglu,Elif Cakman",6.016249999999999,6.1,1,basarisiz
713,46 Yok Olan,2016,2016,Action,16.333333333333332,"Erdal Besikçioglu,Yasemin Kay Allen,Melis Birkan,Saygin Soysal",7.300833333333333,8.5,1,basarisiz
714,Hayatimin Aski,2016,2016,Comedy,16.0,"Ilker Aksum,Zafer Algöz,Hilal Altinbilek,Murat Cemcir",6.364015151515151,4.8,1,basarisiz
715,Ask Laftan Anlamaz,2016,2017,Comedy,16.0,"Hande Erçel,Burak Deniz,Özcan Tekdemir,Merve Çagiran",7.025,7.3,2,basarili
716,Kehribar,2016,2016,Action,17.0,"Ayça Varlier,Necip Memili,Özge Özder,Aslihan Güner",6.533333333333333,6.6,1,basarisiz
717,Müdür Ne'aptin?,2016,2016,Comedy,16.0,"Tolga Çevik,Özer Atik,Firat Parlak,Nil Karaibrahimgil",7.5625,7.0,1,basarisiz
718,Hayat Sevince Güzel,2016,2018,Comedy,16.0,"Öykü Celik,Ugur Çavusoglu,Ekin Mert Daymaz,Damla Aslanalp",6.691666666666666,6.7,3,olgun
719,Yüksek Sosyete,2016,2016,Romance,16.0,"Engin Öztürk,Hazar Ergüçlü,Ozan Dolunay,Meric Aral",6.095,5.4,1,basarisiz
720,No: 309,2016,2017,Comedy,16.0,"Demet Özdemir,Furkan Palali,Sumru Yavrucuk,Gökçe Özyol",4.566666666666666,3.5,2,basarili
721,Rüzgarin Kalbi,2016,2018,Drama,17.0,"Burak Serdar Sanal,Deniz Baysal,Cezmi Baskin,Ahmet Saraçoglu",5.783333333333333,5.8,3,olgun
722,Bana Sevmeyi Anlat,2016,2017,Drama,17.0,"Kadir Dogulu,Seda Bakan,Mustafa Üstündag,Dolunay Soysert",5.972738095238095,6.3,2,basarili
723,Bodrum Masali,2016,2017,Drama,18.0,"Timuçin Esen,Sevval Sam,Dilan Çiçek Deniz,Alperen Duymaz",6.495833333333334,6.1,2,basarili
724,Arkadaslar Iyidir,2016,2018,Drama,18.0,"Cankat Aydos,Didem Inselel,Hayal Köseoglu,Ülkü Hilal Çiftçi",5.4,5.8,3,olgun
725,Içerde,2016,2017,Action,16.333333333333332,"Çagatay Ulusoy,Aras Bulut Iynemli,Çetin Tekindor,Nihal G. Koldas",6.9125,7.4,2,basarili
726,N'olur Ayrilalim,2016,2018,Romance,16.0,"Aras Aydin,Nilay Duru,Osman Karakoç,Nilperi Sahinkaya",4.995833333333334,4.6,3,olgun
727,Adini sen koy,2016,2018,Drama,17.0,"Hazal Subasi,Erkan Meriç,Yaprak Durmaz,Aykut Igdeli",4.4875,4.7,3,olgun
728,Familya,2016,2016,Comedy,16.333333333333332,"Enis Arikan,Sezer Avci,Ipek Ayaz,Murat Ceylan",6.104166666666666,6.2,1,basarisiz
729,Vatanim Sensin,2016,2018,Drama,14.0,"Halit Ergenç,Bergüzar Korel,Boran Kuzum,Pinar Deniz",6.723333333333334,7.9,3,olgun
730,Anne,2016,2017,Drama,18.0,"Beren Gokyildiz,Cansu Dere,Vahide Perçin,Gonca Vuslateri",6.716666666666667,6.8,2,basarili
731,Hayat Bazen Tatlidir,2016,2018,Comedy,16.0,"Birce Akalay,Kanbolat Gorkem Arslan,Ufuk Özkan,Deniz Can Aktas",5.6225000000000005,5.6,3,olgun
732,Seytan ile imtihan,2016,2018,Documentary,11.666666666666666,"Rabia Arslan,Kader Çabuk,Hatice Kirik",4.7,4.7,3,olgun
733,Yüzyillik Mühür,2016,2018,Biography,10.666666666666666,"Ali Akdal,Emir Benderlioglu,Nesrin Cavadzade,Serkan Kuru",6.554166666666667,6.4,3,olgun
734,Cesur Ve Güzel,2016,2017,Romance,16.0,"Kivanç Tatlitug,Tuba Büyüküstün,Serkan Altunorak,Erkan Avci",6.482142857142858,6.4,2,basarili
735,Sanayi Savaslari,2016,2018,Reality-TV,12.0,,0.0,6.6,3,olgun
736,Babam ve Ailesi,2016,2018,Drama,18.0,"Sercan Badur,Sezin Bozaci,Eva Dedova,Doga Zeynep Doguslu",5.824999999999999,5.9,3,olgun
737,Hangimiz sevmedik?,2016,2017,Drama,18.0,"Tuba Erdem,Yeliz Kuvanci,Emir Öner,Selen Soyder",6.55,6.5,2,basarili
738,Seviyor Sevmiyor,2016,2018,Comedy,16.666666666666668,"Zeynep Çamci,Gökhan Alkan,Dilara Akin Yazici,Su Kutlu",6.0,6.2,3,olgun
739,Ask Ve Mavi,2016,2018,Drama,18.0,"Emine Erdem,Emrah,Burcu Kiratli,Isil Yücesoy",4.6625,4.6,3,olgun
740,Kalbimdeki Deniz,2016,2018,Drama,18.0,"Deniz Gökçer,Beyza Kesebir,Özge Özberk,Kutsi",5.314166666666666,4.3,3,olgun
741,Sevda Kusun Kanadinda,2016,2017,Drama,18.0,"Melahat Abbasova,Kadir Agirçelik,Latif Akgedik,Faruk Akgören",5.8125,6.0,2,basarili
742,Cesur yürek,2016,2018,Action,16.666666666666668,"Kenan Acar,Riza Akin,Cem Aksakal,Hamdi Alp",6.758333333333333,7.0,3,olgun
743,Sifir Bir,2016,2018,Action,16.333333333333332,"Savas Satis,Cihangir Ceyhan,Özgür Meric,Burak Sahin",8.2,8.2,3,olgun
744,Umuda Kelepce Vurulmaz,2016,2017,Drama,18.0,"Begüm Birgören,Özge Özder,Mehdi Adlin,Cemal Elçin Akar",7.295833333333333,7.7,2,basarili
745,Kacin Kurasi,2016,2016,Comedy,16.0,"Burcu Altin,Ahmet Selçuk Bay,Sebnem Dogruer,Köksal Engür",7.13125,7.1,1,basarisiz
746,Kis Günesi,2016,2016,Drama,18.0,"Sükrü Özyildiz,Asli Enver,Basak Parlak,Nesrin Cavadzade",6.7629166666666665,7.3,1,basarisiz
747,Kertenkele Yeniden Dogus,2016,2016,Action,16.0,Yazmeen Baker,5.8,5.8,1,basarisiz
748,Oyunbozan,2016,2016,Drama,17.0,"Ilayda Akdogan,Kenan Bal,Ahmet Dizdaroglu,Ozan Dolunay",6.28,7.4,1,basarisiz
749,Istanbul Sokaklari,2016,2016,Action,17.0,"M. Sitare Akbas,Derya Alabora,Berkay Ates,Caner Cindoruk",5.417916666666667,5.9,1,basarisiz
750,Gülümse Yeter,2016,2017,Comedy,16.0,"Serenay Aktas,Asli Altaylar,Baris Aytac,Asli Bekiroglu",6.23125,6.9,2,basarili
751,Ask Yalani Sever,2016,2016,Comedy,17.0,"Yesim Gül Aksar,Oktay Alkan,Buse Arslan,Ibrahim Aslan",6.516666666666667,6.8,1,basarisiz
752,Göz6,2016,2017,Reality-TV,12.0,"Gizem Akdag,Yasemin Aydan,Nesil Dinçelmas,Zeyd Gümüstutan",6.3,6.3,2,basarili
753,Güldüy Güldüy Show Çocuk,2016,2018,Comedy,16.0,"Ezo Sunal,Alp Akar,Berat Efe Parlar,Esat Polat Güler",3.2874999999999996,2.3,3,olgun
754,Shopping Star,2016,2018,Game-Show,12.0,"Vicky Kaya,Gogo Garifallou,Vangelis Harisopoulos",5.0,5.0,3,olgun
755,Bu Sehir Arkandan Gelecek,2017,2017,Drama,18.0,"Kerem Bürsin,Gürkan Uygun,Leyla Lydia Tugutlu,Osman Alkas",6.5925,6.0,1,basarisiz
756,Son destan,2017,2018,Drama,13.0,"Bülent Inal,Sedef Avci,Selçuk Yöntem,Fatih Artman",6.57625,6.4,2,basarili
757,Ölene Kadar,2017,2017,Drama,18.0,"Engin Akyürek,Fahriye Evcen Özçivit,Gülcan Arslan,Sarp Levendoglu",6.610416666666666,7.2,1,basarisiz
758,Yildizlar Sahidim,2017,2018,Musical,16.0,"Berk Cankat,Özge Gürel,Canan Erguder,Mesut Akusta",6.16875,6.1,2,basarili
759,The Cheat,2017,2018,Action,15.333333333333334,"Taha Ulukaya,Andac Ulukaya,Taner Sahin,Neslihan Ulusoy",9.3,9.3,2,basarili
760,Istanbullu Gelin,2017,2018,Comedy,16.666666666666668,"Özcan Deniz,Asli Enver,Ipek Bilgin,Salih Bademci",6.76125,7.1,2,basarili
761,Payitaht Abdülhamid,2017,2018,Action,14.0,"Bülent Inal,Hakan Boyav,Özlem Conker,Selen Öztürk",5.9875,5.0,2,basarili
762,Adi Efsane,2017,2017,Drama,15.0,"Erdal Besikçioglu,Gökçe Bahadir,Rojda Demirer,Reha Özcan",6.435208333333333,6.3,1,basarisiz
763,Sahipli,2017,2018,Horror,13.0,"Sebahat Adalar,Baran Akbulut,Elif Baysal,Nevin Efe",7.833333333333334,8.1,2,basarili
764,Lise devriyesi,2017,2018,Comedy,15.5,"Dogan Akdogan,Ebru Akel,Gökhan Atalay,Gamze Süner Atay",6.825,7.3,2,basarili
765,Evlat Kokusu,2017,2018,Drama,18.0,"Hande Soral,Alihan Türkdemir,Dilan Telkok,Baris Kiliç",5.762499999999999,6.1,2,basarili
766,Fi,2017,2018,Drama,17.0,"Ozan Güven,Serenay Sarikaya,Mehmet Günsür,Berrak Tüzünataç",7.699999999999999,8.1,2,basarili
767,Fazilet Hanim ve Kizlari,2017,2018,Drama,18.0,"Nazan Kesal,Deniz Baysal,Caglar Ertugrul,Mahir Günsiray",6.479166666666666,7.1,2,basarili
768,Kara Yazi,2017,2018,Drama,18.0,"Sedef Akalin,Fatih Altinagac,Haluk Bilginer,Su Burcu Coskun",6.631666666666667,6.7,2,basarili
769,Savasci (Warrior),2017,2018,Action,16.666666666666668,"Berk Oktay,Murat Serezli,Burç Kümbetlioglu,Dogan Bayraktar",5.8062499999999995,6.2,2,basarili
770,Söz,2017,2018,Action,16.666666666666668,"Tolga Saritas,Meric Aral,Nihat Altinkaya,Burak Sevinç",6.6375,7.0,2,basarili
771,Sevkat Yerimdar,2017,2018,Comedy,16.0,"Özgürcan Cevik,Basak Parlak,Salih Kalyon,Burak Demir",5.6425,5.8,2,basarili
772,Turk Mali,2017,2018,Comedy,15.0,"Safak Sezer,Hasibe Eren,Anil Ilter,Burcu Binici",4.195833333333333,2.8,2,basarili
773,Iki Yalanci,2017,2018,Comedy,16.0,"Keremcem,Yagmur Tanrisevsin,Koray Erkök,Hazal Senel",5.4875,5.5,2,basarili
774,AVM Sakini,2017,2018,Comedy,16.0,"Cigdem Atasoyu,Ceyda Sener Baykal,Aylin Dinc,Fikret Durak",5.9,5.9,2,basarili
775,Deli gönül,2017,2018,Drama,18.0,"Ibrahim Eren Kilisli,Mutlu Ulusoy,Dilhan Naz Özgülüs,Tuvana Türkay",5.7,5.7,2,basarili
776,Dayan Yuregim,2017,2017,Drama,18.0,"Ece Uslu,Cansel Elcin,Nilay Deniz,Berk Atan",6.045535714285714,5.9,1,basarisiz
777,Dolunay,2017,2017,Comedy,16.0,"Özge Gürel,Can Yaman,Hakan Kurtas,Necip Memili",6.320833333333334,7.4,1,basarisiz
778,Kalp Atisi,2017,2018,Drama,17.0,"Gökhan Alkan,Öykü Karayel,Burcu Türünz,Basar Dogusoy",6.558333333333333,6.7,2,basarili
779,Çember,2017,2017,Action,16.333333333333332,"Baris Bagci,Pelin Akil,Anil Altan,Serhat Mustafa Kiliç",6.457291666666667,7.3,1,basarisiz
780,Rüya,2017,2018,Family,15.5,"Hazal Filiz Küçükköse,Ceyhun Mergiroglu,Ulas Tuna Astepe,Özge Özder",6.125,6.0,2,basarili
781,Badem sekeri,2017,2018,Comedy,16.0,"Hayati Akbas,Burcu Altin,Mehmet Atay,Alper Saldiran",6.129166666666666,5.8,2,basarili
782,Atesböcegi,2017,2017,Comedy,16.0,"Seçkin Özdemir,Nilay Deniz,Seda Güven,Durul Bazan",6.339880952380953,7.2,1,basarisiz
783,Meryem,2017,2018,Drama,18.0,"Cemre Polat,Gürol Salman,Furkan Andic,Ayça Aysin Turan",5.9625,6.6,2,basarili
784,Kanatsiz Kuslar,2017,2018,Drama,18.0,"Melis Tüzüngüç,Umit Kantarcilar,Ahmet Varli,Deniz Bolisik",5.5,5.5,2,basarili
785,Bizim Hikaye,2017,2018,Comedy,16.666666666666668,"Hazal Kaya,Burak Deniz,Nesrin Cavadzade,Reha Özcan",6.231249999999999,6.6,2,basarili
786,Bu Sayilmaz,2017,2017,Comedy,16.0,"Binnur Kaya,Settar Tanriögen,Mustafa Üstündag,Nergis Öztürk",5.633333333333334,5.0,1,basarisiz
787,Isimsizler,2017,2017,Action,17.0,"Ilkay Akdagli,Bülent Alkis,Cagkan Culha,Algi Eke",5.122916666666667,6.0,1,basarisiz
788,Klavye Delikanlilari,2017,2017,Comedy,16.0,"Rasim Öztekin,Vildan Atasever,Kaan Yildirim,Uraz Kaygilaroglu",6.46375,7.3,1,basarisiz
789,Dostlar Duragi,2017,2017,Comedy,15.5,"Alisan,Çagla Sikel,Hande Katipoglu,Ulas Torun",2.73125,1.2,1,basarisiz
790,Yalaza,2017,2018,Comedy,15.5,"Sinan Albayrak,Özkan Ayalp,Batuhan Aydar,Didem Balçin",5.683333333333334,6.2,2,basarili
791,Kayitdisi,2017,2017,Drama,18.0,"Erkan Petekkaya,Songül Öden,Dolunay Soysert,Ugur Polat",5.922499999999999,6.8,1,basarisiz
792,Çukur,2017,2018,Action,15.666666666666666,"Aras Bulut Iynemli,Dilan Çiçek Deniz,Ercan Kesal,Perihan Savas",7.370833333333334,8.3,2,basarili
793,Barut,2017,2018,Action,14.666666666666666,"Burak Sekmen,Bahadir Oz,Mehmet Arif Bulak,Beste Yilmazer",7.7,7.7,2,basarili
794,Ufak Tefek Cinayetler,2017,2018,Action,16.333333333333332,"Gökçe Bahadir,Aslihan Gürbüz,Yildiray Sahinler,Mert Firat",6.45375,7.8,2,basarili
795,Aslan ailem,2017,2018,Comedy,15.5,"Burcu Özberk,Akin Akinözü,Bora Akkas,Firat Altunmese",6.6875,7.8,2,basarili
796,Black and White Love,2017,2018,Action,16.666666666666668,"Birce Akalay,Muhammet Uzuner,Ibrahim Celikkol,Cahit Gök",7.317500000000001,8.7,2,basarili
797,Yeni Gelin,2017,2018,Adventure,16.333333333333332,"Feride Hilal Akin,Mustafa Avkiran,Lale Basar,Burçin Bildik",6.36875,6.3,2,basarili
798,Hayat Sirlari,2017,2018,Drama,18.0,"Ahmet Mümtaz Taylan,Ekin Koç,Hazar Ergüçlü,Seher Devrim Yakut",6.62625,7.5,2,basarili
799,Siyah Inci,2017,2018,Drama,18.0,"Tolgahan Sayisman,Hande Erçel,Berk Hakman,Hüseyin Avni Danyal",6.0562499999999995,5.8,2,basarili
800,Kalk gidelim,2017,2018,Comedy,15.5,"Ufuk Özkan,Erkan Sever,Ayça Varlier,Mehtap Bayri",6.155833333333333,7.2,2,basarili
801,Kadin,2017,2018,Drama,18.0,"Özge Özpirinçci,Caner Cindoruk,Bennu Yildirimlar,Seray Kaya",6.38875,7.7,2,basarili
802,P!NÇ,2017,2018,Comedy,15.0,"Oguzhan Ugur,Berk Uçar,Turan Oguzhan,Ezgi Ünal",7.2,7.2,2,basarili
803,Kizlarim için,2017,2018,Drama,18.0,"Gözde Mukavelat,Emir Çiçek,Ülkü Duru,Ahsen Eroglu",6.9,7.4,2,basarili
804,Babamin Günahlari,2017,2018,Drama,18.0,"Müjde Uzman,Mehdi Adlin,Kadir Dogulu,Melisa Sözen",6.6775,7.4,2,basarili
805,Cennet'in Gözyaslari,2017,2018,Drama,18.0,"Çiçek Acar,Almila Ada,Yusuf Akgün,Berk Atan",6.2124999999999995,7.2,2,basarili
806,Bahtiyar Ölmez,2017,2018,Comedy,16.0,"Yetkin Dikinciler,Hande Subasi,Güven Hokna,Serkan Kuru",6.984166666666667,7.8,2,basarili
807,Petman: Internet Series,2017,2018,Action,17.0,"Berkay Dabakoglu,Cem Ertunc,Berke Odaci,Ergin Ulunay",6.9,6.9,2,basarili
808,Cocuklar Duymasin,2017,2018,Comedy,15.5,"Pinar Altug,Serkan Balbal,Zeyno Günenç,Öykü Güven",4.241666666666666,4.1,2,basarili
809,Tolgshow,2017,2018,Comedy,15.0,"Tolga Çevik,Firat Parlak,Özer Atik,Sarp Bozkurt",7.825,8.1,2,basarili
810,Kaos Ortadogu,2017,2018,Action,16.0,"Gökhan Akgül,Serhat Buga,Mesut Cobanbasi,Tuncay Koca",8.0,8.0,2,basarili
811,Tutsak,2017,2017,Drama,18.0,"Yagmur Özbasmaci Mermer,Günes Emir,Seray Gözler,Mehmet Gürhan",6.583333333333334,6.4,1,basarisiz
812,Boxun Yildizlari,2017,2017,Reality-TV,12.0,"Asena,Berna Canbeldek,Bilgehan Demir,Aycan Demirci",6.008333333333333,6.2,1,basarisiz
813,Hayati ve Digerleri,2017,2018,Comedy,16.0,"Cankat Aydos,Cansu Dagdelen,Bahtiyar Engin,Feri Baycu Güler",3.50625,2.5,2,basarili
814,Ask ve Gurur,2017,2017,Drama,18.0,"Ayris Alptekin,Mert Firat,Suna Sancaktar,Damla Sönmez",6.543333333333333,7.0,1,basarisiz
815,Yakin Plan Cihan Harbi,2017,2018,History,8.0,"Emre Yesiloz,Feyza Özgür,Mustafa Mesut Baskir,Yavuz Selim Osmanoglu",8.6,8.6,2,basarili
816,Ver Elini ASk,2017,2017,Comedy,16.0,"Sevda Erginci,Ali Il,Gülsün Sare Fil,Köksal Engür",7.793749999999999,8.4,1,basarisiz
817,Bir Deli Sevda,2017,2017,Drama,17.0,"Erkan Kolçak Köstendil,Cansu Tosun,Erdinç Gülener,Erkan Can",7.270833333333334,7.4,1,basarisiz
818,Fatih,2018,2018,Action,13.333333333333334,"Kenan Imirzalioglu,Çetin Tekindor,Gürkan Uygun,Büsra Develi",6.696250000000001,7.2,1,basarisiz
819,Mehmetçik Kut'ül Amare,2018,2018,Action,13.666666666666666,"Ilker Aksum,Ismail Ege Sasmaz,Özgü Kaya,Serdar Gökhan",6.605681818181818,6.9,1,basarisiz
820,Kurtlar Vadisi: Kaos,2018,2018,Action,16.333333333333332,Necati Sasmaz,7.125,8.8,1,basarisiz
821,The Protector,2018,2018,Action,14.0,"Çagatay Ulusoy,Ayça Aysin Turan,Hazar Ergüçlü,Okan Yalabik",6.3325000000000005,7.8,1,basarisiz
822,Gülizar,2018,2018,Drama,18.0,"Farah Zeynep Abdullah,Osman Alkas,Berkay Ates,Berk Cankat",5.972916666666666,6.1,1,basarisiz
823,Adi: Zehra,2018,2018,Drama,18.0,"Ali Meriç,Günes Hayat,Zeynep Çamci,Alican Yücesoy",6.01,5.5,1,basarisiz
824,Avlu,2018,2018,Crime,16.5,"Demet Evgar,Ceren Moray,Nursel Köse,Kenan Ece",6.6499999999999995,7.9,1,basarisiz
825,Dudullu Postasi,2018,2018,Comedy,15.0,"Güven Kiraç,Hazar Ergüçlü,Taner Ölmez,Bülent Sakrak",6.182500000000001,6.4,1,basarisiz
826,Sen Anlat Karadeniz,2018,2018,Drama,18.0,"Sinan Tuzcu,Ulas Tuna Astepe,Irem Helvacioglu,Mehmet Ali Nuroglu",6.7875000000000005,7.0,1,basarisiz
827,Çukurdere,2018,2018,Drama,17.0,"Furkan Palali,Su Kutlu,Cihan Ünal,Ahu Sungur",5.65,6.4,1,basarisiz
828,Jet Sosyete,2018,2018,Comedy,15.5,"Gülse Birsel,Sarp Apak,Çaglar Çorumlu,Derya Karadas",6.88125,7.0,1,basarisiz
829,Yuvamdaki Dusman,2018,2018,Drama,18.0,"Riza Akin,Hakan Dinçkol,Derya Kahraman,Sultan Köroglu Kiliç",5.433333333333334,5.0,1,basarisiz
830,Survivor 2018,2018,2018,Reality-TV,12.0,"Anil Berk Baki,Hilmicem Intepe,Nagihan Karadere,Adem Kilicci",5.0,5.0,1,basarisiz
831,Bir zamanlar Çukurova,2018,2018,Drama,18.0,"Vahide Perçin,Hilal Altinbilek,Murat Ünalmis,Ugur Günes",5.9312499999999995,6.7,1,basarisiz
832,Nefes Nefese,2018,2018,Action,16.0,"Sükrü Özyildiz,Melisa Senolsun,Ugur Yücel,Ezgi Senler",6.775,6.8,1,basarisiz
833,Hiçkirik,2018,2018,Drama,17.0,"Sezgi Sena Akay,Özge Akdeniz,Kübra Akin,Emre Ataman",5.658333333333333,5.9,1,basarisiz
834,Altin Tepsi,2018,2018,Drama,17.0,"Talat Bulut,Eda Ece,Sevval Sam,Sevda Erginci",5.489999999999999,5.5,1,basarisiz
835,Yasamayanlar,2018,2018,Drama,16.0,"Elçin Sangu,Kerem Bürsin,Birkan Sokullu,Selma Ergeç",6.596666666666667,6.6,1,basarisiz
836,Semt Bizim Ev Kira,2018,2018,Action,16.0,"Haydar Biçakci,Emre Bolat,Hasan Ekinci,Turgut Eryilmaz",5.8,5.8,1,basarisiz
837,Talibi Irsadi,2018,2018,Biography,7.0,"Rifat Kanpara,Ahmet Avni Yilmaz,Mahmut Kotan,Ahmet Akyol",8.4,8.4,1,basarisiz
838,Kalbimin Sultani,2018,2018,Comedy,14.0,"Ali Ersan Duru,Aleksandra Nikiforova,Emel Çölgeçen,Tansel Öngel",6.266666666666667,7.1,1,basarisiz
839,Gelinim Mutfakta,2018,2018,Game-Show,12.0,"Fatih Ürek,Ezgi Yildirim,Reyhan Yildirim,Sevgül Kiroglu",7.1,7.1,1,basarisiz
840,Kocaman Ailem,2018,2018,Comedy,15.5,"Levent Ülgen,Emre Karayel,Çagla Demir,Özlem Türkad",5.92,6.3,1,basarisiz
841,Bir Deli Rüzgar,2018,2018,Drama,17.0,"Pinar Deniz,Hatice Aslan,Berk Cankat,Naz Sayiner",6.38125,7.0,1,basarisiz
842,4N1K,2018,2018,Comedy,15.333333333333334,"Gözde Mutluer,Eslem Akar,Burak Yörük,Sina Ozer",5.741666666666666,5.8,1,basarisiz
843,Koca Koca Yalanlar,2018,2018,Comedy,16.0,"Hakan Yilmaz,Evrim Alasya,Selen Uçer,Pelin Öztekin",6.216666666666667,5.8,1,basarisiz
844,Bu Kizin Öyküsü,2018,2018,Documentary,14.0,"Begüm Cana Özgür,Mizgin Ay,Tugçe Akgün,Karsu Dönmez",7.8,7.8,1,basarisiz
845,Darisi Basimiza,2018,2018,Comedy,16.0,"Ozan Dolunay,Elif Dogan,Seher Devrim Yakut,Açelya Topaloglu",5.735416666666667,5.8,1,basarisiz
846,Erkenci Kus,2018,2018,Comedy,16.0,"Demet Özdemir,Can Yaman,Öznur Serçeler,Berat Yenilmez",7.225,8.2,1,basarisiz
847,Beni birakma,2018,2018,Drama,17.0,"Berkay Veli,Sila Özlem Önemli,Emrah Akduman,Sude Dogar",6.2,6.2,1,basarisiz
848,Ege'nin hamsisi,2018,2018,Comedy,16.0,"Iclal Aydin,Ugur Çavusoglu,Uraz Kaygilaroglu,Bestemsu Özdemir",6.525,6.1,1,basarisiz
849,Elimi birakma,2018,2018,Drama,18.0,"Alp Navruz,Alina Boz,Seray Gözler,Cemre Gümeli",7.470833333333333,7.9,1,basarisiz
850,Nielegalni,2018,2018,Thriller,16.0,"Grzegorz Damiecki,Agnieszka Grochowska,Sylwia Juszczak,Wojciech Zoladkowicz",6.3,6.3,1,basarisiz
851,Gülperi,2018,2018,Drama,18.0,"Nurgül Yesilçay,Timuçin Esen,Tarik Pabuccuoglu,Ece Sükan",6.16875,7.2,1,basarisiz
852,GIF,2018,2018,Comedy,16.0,"Onur Durmaz,Yagizcan Küçükcan,Cemre Kurum,Irem Çalhan",3.6,3.6,1,basarisiz
853,Kizim,2018,2018,Drama,18.0,"Bugra Gülsoy,Beren Gokyildiz,Leyla Lydia Tugutlu,Serhat Teoman",7.4375,7.8,1,basarisiz
